date,iwm_adj_close,vix_close,tnx_close
1999-12-31,,,
2000-01-03,,24.209999084472656,
2000-01-04,,27.010000228881836,
2000-01-05,,26.409999847412109,
2000-01-06,,25.729999542236328,
2000-01-07,,21.719999313354492,
2000-01-10,,21.709999084472656,
2000-01-11,,22.5,
2000-01-12,,22.840000152587891,
2000-01-13,,21.709999084472656,
2000-01-14,,19.659999847412109,
2000-01-18,,21.5,
2000-01-19,,21.719999313354492,
2000-01-20,,21.75,
2000-01-21,,20.819999694824219,
2000-01-24,,24.069999694824219,
2000-01-25,,23.020000457763672,
2000-01-26,,23.030000686645508,
2000-01-27,,23.540000915527344,
2000-01-28,,26.139999389648438,
2000-01-31,,24.950000762939453,
2000-02-01,,23.450000762939453,
2000-02-02,,23.120000839233398,
2000-02-03,,22.010000228881836,
2000-02-04,,21.540000915527344,
2000-02-07,,22.790000915527344,
2000-02-08,,21.25,
2000-02-09,,22.899999618530273,
2000-02-10,,23.069999694824219,
2000-02-11,,24.420000076293945,
2000-02-14,,24.379999160766602,
2000-02-15,,22.920000076293945,
2000-02-16,,23.510000228881836,
2000-02-17,,23.170000076293945,
2000-02-18,,26,
2000-02-22,,25.860000610351562,
2000-02-23,,23.889999389648438,
2000-02-24,,24.379999160766602,
2000-02-25,,25.200000762939453,
2000-02-28,,24.680000305175781,
2000-02-29,,23.370000839233398,
2000-03-01,,21.639999389648438,
2000-03-02,,21.059999465942383,
2000-03-03,,19.209999084472656,
2000-03-06,,21.5,
2000-03-07,,24.309999465942383,
2000-03-08,,23.819999694824219,
2000-03-09,,22.209999084472656,
2000-03-10,,21.239999771118164,
2000-03-13,,22.850000381469727,
2000-03-14,,24.409999847412109,
2000-03-15,,22.340000152587891,
2000-03-16,,20.770000457763672,
2000-03-17,,22.370000839233398,
2000-03-20,,22.959999084472656,
2000-03-21,,21.700000762939453,
2000-03-22,,21.489999771118164,
2000-03-23,,22.260000228881836,
2000-03-24,,23.309999465942383,
2000-03-27,,24.530000686645508,
2000-03-28,,24.860000610351562,
2000-03-29,,24.100000381469727,
2000-03-30,,25.469999313354492,
2000-03-31,,24.110000610351562,
2000-04-03,,24.030000686645508,
2000-04-04,,27.120000839233398,
2000-04-05,,28.409999847412109,
2000-04-06,,27.149999618530273,
2000-04-07,,24.389999389648438,
2000-04-10,,25.989999771118164,
2000-04-11,,27.25,
2000-04-12,,28.979999542236328,
2000-04-13,,29.399999618530273,
2000-04-14,,33.490001678466797,
2000-04-17,,28.950000762939453,
2000-04-18,,26.120000839233398,
2000-04-19,,27.020000457763672,
2000-04-20,,25.850000381469727,
2000-04-24,,27.370000839233398,
2000-04-25,,25.239999771118164,
2000-04-26,,26.969999313354492,
2000-04-27,,26.190000534057617,
2000-04-28,,26.200000762939453,
2000-05-01,,25.879999160766602,
2000-05-02,,28.5,
2000-05-03,,31.629999160766602,
2000-05-04,,30.770000457763672,
2000-05-05,,27.530000686645508,
2000-05-08,,28.200000762939453,
2000-05-09,,28.930000305175781,
2000-05-10,,29.870000839233398,
2000-05-11,,27.760000228881836,
2000-05-12,,26.049999237060547,
2000-05-15,,24.860000610351562,
2000-05-16,,24.340000152587891,
2000-05-17,,23.979999542236328,
2000-05-18,,23.959999084472656,
2000-05-19,,25.440000534057617,
2000-05-22,,26,
2000-05-23,,25.870000839233398,
2000-05-24,,24.319999694824219,
2000-05-25,,24.579999923706055,
2000-05-26,32.668140411376953,24.469999313354492,
2000-05-30,33.873935699462891,23.620000839233398,
2000-05-31,33.996726989746094,23.649999618530273,
2000-06-01,34.767127990722656,22.360000610351562,
2000-06-02,36.575801849365234,21.479999542236328,
2000-06-05,36.441829681396484,22.709999084472656,
2000-06-06,36.799106597900391,23.049999237060547,
2000-06-07,36.843772888183594,22.479999542236328,
2000-06-08,36.754459381103516,22.770000457763672,
2000-06-09,37.402023315429688,22.139999389648438,
2000-06-12,36.291110992431641,22.319999694824219,
2000-06-13,36.754459381103516,21.670000076293945,
2000-06-14,36.575801849365234,21.479999542236328,
2000-06-15,36.620471954345703,20.680000305175781,
2000-06-16,36.419506072998047,20.5,
2000-06-19,37.33502197265625,20.629999160766602,
2000-06-20,37.580661773681641,20.879999160766602,
2000-06-21,37.78082275390625,20.610000610351562,
2000-06-22,36.641372680664062,22,
2000-06-23,36.395622253417969,22.340000152587891,
2000-06-26,36.842437744140625,22.450000762939453,
2000-06-27,36.261550903320312,21.799999237060547,
2000-06-28,37.177570343017578,20.290000915527344,
2000-06-29,36.5966796875,19.700000762939453,
2000-06-30,36.948593139648438,19.540000915527344,
2000-07-03,37.468029022216797,19.829999923706055,
2000-07-05,37.043525695800781,21.159999847412109,
2000-07-06,37.479202270507812,20.940000534057617,
2000-07-07,37.713809967041016,19.219999313354492,
2000-07-10,37.959564208984375,20.329999923706055,
2000-07-11,37.914882659912109,20.110000610351562,
2000-07-12,38.674518585205078,20.030000686645508,
2000-07-13,38.797397613525391,20.030000686645508,
2000-07-14,38.830905914306641,19.319999694824219,
2000-07-17,38.964962005615234,19.450000762939453,
2000-07-18,38.294708251953125,19.75,
2000-07-19,37.624443054199219,19.649999618530273,
2000-07-20,38.250019073486328,18.940000534057617,
2000-07-21,37.199943542480469,18.940000534057617,
2000-07-24,36.658138275146484,19.920000076293945,
2000-07-25,36.730747222900391,19.389999389648438,
2000-07-26,36.663734436035156,19.670000076293945,
2000-07-27,35.658302307128906,19.600000381469727,
2000-07-28,35.032718658447266,20.840000152587891,
2000-07-31,35.926410675048828,20.739999771118164,
2000-08-01,35.691841125488281,20.549999237060547,
2000-08-02,35.7476806640625,20,
2000-08-03,35.725360870361328,19.989999771118164,
2000-08-04,35.904071807861328,18.620000839233398,
2000-08-07,36.568759918212891,19.030000686645508,
2000-08-08,36.395622253417969,18.790000915527344,
2000-08-09,36.133090972900391,19.180000305175781,
2000-08-10,35.926410675048828,19.190000534057617,
2000-08-11,36.552009582519531,18.549999237060547,
2000-08-14,36.931838989257812,17.879999160766602,
2000-08-15,36.395622253417969,17.979999542236328,
2000-08-16,36.574348449707031,18.020000457763672,
2000-08-17,36.909496307373047,17.479999542236328,
2000-08-18,36.853607177734375,17.049999237060547,
2000-08-21,36.9876708984375,17.350000381469727,
2000-08-22,36.931838989257812,17.469999313354492,
2000-08-23,36.875968933105469,17.379999160766602,
2000-08-24,37.423370361328125,17.040000915527344,
2000-08-25,37.579750061035156,16.530000686645508,
2000-08-28,37.646781921386719,16.540000915527344,
2000-08-29,38.004268646240234,16.889999389648438,
2000-08-30,38.048946380615234,17.690000534057617,
2000-08-31,38.428756713867188,16.840000152587891,
2000-09-01,38.741535186767578,17.530000686645508,
2000-09-05,38.473445892333984,19.819999694824219,
2000-09-06,38.305858612060547,20.790000915527344,
2000-09-07,38.875595092773438,19.420000076293945,
2000-09-08,38.205322265625,18.459999084472656,
2000-09-11,38.250019073486328,18.399999618530273,
2000-09-12,38.127143859863281,18.590000152587891,
2000-09-13,38.317047119140625,18.319999694824219,
2000-09-14,38.54046630859375,18.260000228881836,
2000-09-15,37.825511932373047,18.520000457763672,
2000-09-18,36.931838989257812,20.25,
2000-09-19,37.535076141357422,19.540000915527344,
2000-09-20,37.23681640625,19.930000305175781,
2000-09-21,36.541854858398438,20.180000305175781,
2000-09-22,37.012626647949219,20.739999771118164,
2000-09-25,37.057472229003906,21.409999847412109,
2000-09-26,36.530628204345703,21.879999160766602,
2000-09-27,36.362491607666016,21.670000076293945,
2000-09-28,37.348899841308594,19.469999313354492,
2000-09-29,37.169551849365234,20.569999694824219,
2000-10-02,36.56427001953125,21.229999542236328,
2000-10-03,36.031837463378906,21.850000381469727,
2000-10-04,36.284019470214844,21.540000915527344,
2000-10-05,35.914134979248047,21.030000686645508,
2000-10-06,35.039833068847656,22.709999084472656,
2000-10-09,34.961353302001953,24.020000457763672,
2000-10-10,34.120670318603516,24.860000610351562,
2000-10-11,34.008571624755859,26.569999694824219,
2000-10-12,32.977329254150391,30.510000228881836,
2000-10-13,34.255184173583984,27.600000381469727,
2000-10-16,34.524185180664062,26.790000915527344,
2000-10-17,33.655487060546875,27.840000152587891,
2000-10-18,33.380859375,28.719999313354492,
2000-10-19,34.412101745605469,25.090000152587891,
2000-10-20,34.849262237548828,24.239999771118164,
2000-10-23,35.196754455566406,24.690000534057617,
2000-10-24,34.681121826171875,24.280000686645508,
2000-10-25,33.907695770263672,26.649999618530273,
2000-10-26,34.434516906738281,28.620000839233398,
2000-10-27,34.456943511962891,26.469999313354492,
2000-10-30,34.613868713378906,25.459999084472656,
2000-10-31,35.510616302490234,23.629999160766602,
2000-11-01,35.532997131347656,24.280000686645508,
2000-11-02,36.384902954101562,23.920000076293945,
2000-11-03,36.340099334716797,23.670000076293945,
2000-11-06,36.059848785400391,24.520000457763672,
2000-11-07,36.362491607666016,24.909999847412109,
2000-11-08,35.712364196777344,25.659999847412109,
2000-11-09,35.331249237060547,27.200000762939453,
2000-11-10,34.434516906738281,28.530000686645508,
2000-11-13,34.087028503417969,29.059999465942383,
2000-11-14,34.905323028564453,26.809999465942383,
2000-11-15,35.353672027587891,26.149999618530273,
2000-11-16,34.328044891357422,25.049999237060547,
2000-11-17,34.546604156494141,24.809999465942383,
2000-11-20,33.649883270263672,27.430000305175781,
2000-11-21,33.453723907470703,26.620000839233398,
2000-11-22,32.753139495849609,27.709999084472656,
2000-11-24,33.67230224609375,26,
2000-11-27,33.767570495605469,26.930000305175781,
2000-11-28,32.753139495849609,27.639999389648438,
2000-11-29,32.663486480712891,27.489999771118164,
2000-11-30,31.968490600585938,29.649999618530273,
2000-12-01,32.685905456542969,27.479999542236328,
2000-12-04,32.327190399169922,27.780000686645508,
2000-12-05,33.896472930908203,24.989999771118164,
2000-12-06,33.111839294433594,25.069999694824219,
2000-12-07,33.022171020507812,25.340000152587891,
2000-12-08,33.470546722412109,22.409999847412109,
2000-12-11,34.994987487792969,23.510000228881836,
2000-12-12,34.232757568359375,24.879999160766602,
2000-12-13,33.595287322998047,23.629999160766602,
2000-12-14,33.060413360595703,24.860000610351562,
2000-12-15,32.880245208740234,26.549999237060547,
2000-12-18,33.375709533691406,27.700000762939453,
2000-12-19,32.790172576904297,27.170000076293945,
2000-12-20,31.754232406616211,31.739999771118164,
2000-12-21,32.001945495605469,29.659999847412109,
2000-12-22,33.330665588378906,27.549999237060547,
2000-12-26,33.522079467773438,28.729999542236328,
2000-12-27,34.411663055419922,28.139999389648438,
2000-12-28,35.515193939208984,26.569999694824219,
2000-12-29,34.501743316650391,26.850000381469727,
2001-01-02,33.296878814697266,29.989999771118164,
2001-01-03,34.676292419433594,26.600000381469727,
2001-01-04,34.231491088867188,26.969999313354492,
2001-01-05,33.173015594482422,28.670000076293945,
2001-01-08,33.285633087158203,29.840000152587891,
2001-01-09,33.234970092773438,27.989999771118164,
2001-01-10,34.299060821533203,26.799999237060547,
2001-01-11,34.766368865966797,25.790000915527344,
2001-01-12,34.862068176269531,24.559999465942383,
2001-01-16,35.560207366943359,25.280000686645508,
2001-01-17,35.537704467773438,24.930000305175781,
2001-01-18,35.672832489013672,23.370000839233398,
2001-01-19,35.042240142822266,23.239999771118164,
2001-01-22,35.289970397949219,23.25,
2001-01-23,36.168300628662109,21.569999694824219,
2001-01-24,36.033153533935547,22.030000686645508,
2001-01-25,35.898044586181641,22.639999389648438,
2001-01-26,35.898044586181641,22.569999694824219,
2001-01-29,36.627696990966797,22.610000610351562,
2001-01-30,36.865528106689453,22.569999694824219,
2001-01-31,36.357456207275391,22.020000457763672,
2001-02-01,36.624103546142578,21.659999847412109,
2001-02-02,35.80615234375,21.950000762939453,
2001-02-05,35.878208160400391,22.190000534057617,
2001-02-06,36.447525024414062,21.979999542236328,
2001-02-07,36.537624359130859,21.670000076293945,
2001-02-08,35.989913940429688,21.459999084472656,
2001-02-09,35.528690338134766,22.030000686645508,
2001-02-12,36.321430206298828,21.920000076293945,
2001-02-13,35.979114532470703,21.370000839233398,
2001-02-14,36.357456207275391,21.520000457763672,
2001-02-15,36.537624359130859,20.270000457763672,
2001-02-16,35.748497009277344,22.120000839233398,
2001-02-20,35.334125518798828,24.690000534057617,
2001-02-21,34.717945098876953,25.75,
2001-02-22,34.231491088867188,26.760000228881836,
2001-02-23,34.303565979003906,27.209999084472656,
2001-02-26,35.060264587402344,25.430000305175781,
2001-02-27,34.4296875,26.489999771118164,
2001-02-28,33.925220489501953,28.350000381469727,
2001-03-01,34.159427642822266,28.079999923706055,
2001-03-02,34.249515533447266,27.430000305175781,
2001-03-05,34.123397827148438,27.120000839233398,
2001-03-06,34.62786865234375,25.889999389648438,
2001-03-07,34.808032989501953,24.120000839233398,
2001-03-08,34.519760131835938,24.290000915527344,
2001-03-09,33.907413482666016,25.620000839233398,
2001-03-12,32.946964263916016,30.319999694824219,
2001-03-13,33.289989471435547,27.549999237060547,
2001-03-14,32.495658874511719,29.610000610351562,
2001-03-15,32.3692626953125,28.559999465942383,
2001-03-16,31.773509979248047,29.909999847412109,
2001-03-19,32.603961944580078,29.780000686645508,
2001-03-20,31.845745086669922,30.959999084472656,
2001-03-21,31.358295440673828,31.930000305175781,
2001-03-22,31.051393508911133,32.840000152587891,
2001-03-23,31.863775253295898,30.450000762939453,
2001-03-26,32.297061920166016,29.040000915527344,
2001-03-27,32.557022094726562,27.040000915527344,
2001-03-28,31.683263778686523,28.579999923706055,
2001-03-29,31.737430572509766,29.170000076293945,
2001-03-30,32.351215362548828,28.639999389648438,
2001-04-02,31.592985153198242,31.209999084472656,
2001-04-03,30.520637512207031,34.720001220703125,
2001-04-04,30.618125915527344,34.069999694824219,
2001-04-05,32.098464965820312,29.940000534057617,
2001-04-06,31.19581413269043,31.690000534057617,
2001-04-09,31.881824493408203,31.909999847412109,
2001-04-10,32.64007568359375,29.440000534057617,
2001-04-11,32.423412322998047,28.459999084472656,
2001-04-12,32.820583343505859,26.120000839233398,
2001-04-16,32.228458404541016,26.329999923706055,
2001-04-17,32.748386383056641,25.610000610351562,
2001-04-18,33.705196380615234,24.129999160766602,
2001-04-19,34.080722808837891,24.159999847412109,
2001-04-20,33.683536529541016,25.379999160766602,
2001-04-23,33.073348999023438,28.159999847412109,
2001-04-24,33.326084136962891,28.489999771118164,
2001-04-25,34.0482177734375,27.399999618530273,
2001-04-26,34.535655975341797,25.959999084472656,
2001-04-27,34.986972808837891,24.020000457763672,
2001-04-30,35.023078918457031,25.479999542236328,
2001-05-01,35.456352233886719,24.200000762939453,
2001-05-02,35.366085052490234,24.229999542236328,
2001-05-03,34.92919921875,25.780000686645508,
2001-05-04,35.420253753662109,23.909999847412109,
